Fetched 3188 existing translations.
Translation added: /shows/Amphibia.S03E30.All.In.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY.mkv/Amphibia.S03E30.All.In.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY.mkv -> /Shows/Amphibia (2019) {tt8050740}/Season 3/Amphibia (2019) - S03E30 - All In [Amphibia.S03E30.All.In.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY].mkv
Translation added: /shows/Amphibia.S03E31.The.Hardest.Thing.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY.mkv/Amphibia.S03E31.The.Hardest.Thing.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY.mkv -> /Shows/Amphibia (2019) {tt8050740}/Season 3/Amphibia (2019) - S03E31 - The Hardest Thing [Amphibia.S03E31.The.Hardest.Thing.1080p.HULU.WEB-DL.AAC2.0.H.264-LAZY].mkv
Translation added: /shows/Analog.Squad.S01E01.1080p.WEB.h264-EDITH[EZTVx.to].mkv/Analog.Squad.S01E01.1080p.WEB.h264-EDITH[EZTVx.to].mkv -> /Shows/Analog Squad (2023) {tt22696780}/Season 1/Analog Squad (2023) - S01E01 - There’s no turning back [Analog.Squad.S01E01.1080p.WEB.h264-EDITH[EZTVx.to]].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E01.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E01 - Hello It's Me [And.Just.Like.That.S01E01.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E02.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E02 - Little Black Dress [And.Just.Like.That.S01E02.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E03.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E03 - When in Rome… [And.Just.Like.That.S01E03.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E04.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E04 - Some of My Best Friends [And.Just.Like.That.S01E04.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E05.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E05 - Tragically Hip [And.Just.Like.That.S01E05.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E06.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E06 - Diwali [And.Just.Like.That.S01E06.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E07.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E07 - Sex and the Widow [And.Just.Like.That.S01E07.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E08.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E08 - Bewitched, Bothered and Bewildered [And.Just.Like.That.S01E08.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E09.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E09 - No Strings Attached [And.Just.Like.That.S01E09.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S01.2160p.MAX.WEB-DL.x265.10bit.HDR.DDP5.1-NTb[rartv]/And.Just.Like.That.S01E10.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 1/And Just Like That... (2021) - S01E10 - Seeing the Light [And.Just.Like.That.S01E10.2160p.MAX.WEB-DL.DDP5.1.HDR.DV.x265-NTb].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E01.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E01 - Met Cute [And.Just.Like.That.S02E01.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E02.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E02 - The Real Deal [And.Just.Like.That.S02E02.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E03.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E03 - Chapter Three [And.Just.Like.That.S02E03.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E04.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E04 - ALIVE! [And.Just.Like.That.S02E04.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E05.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E05 - Trick or Treat [And.Just.Like.That.S02E05.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E06.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E06 - Bomb Cyclone [And.Just.Like.That.S02E06.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E07.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E07 - February 14th [And.Just.Like.That.S02E07.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E08.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E08 - A Hundred Years Ago [And.Just.Like.That.S02E08.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E09.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E09 - There Goes the Neighborhood [And.Just.Like.That.S02E09.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E10.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E10 - The Last Supper: Appetizer (1) [And.Just.Like.That.S02E10.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/And.Just.Like.That.S02.2160p.MAX.WEB-DL.DV.HDR.H265/And.Just.Like.That.S02E11.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker.mkv -> /Shows/And Just Like That... (2021) {tt13819960}/Season 2/And Just Like That... (2021) - S02E11 - The Last Supper: Entrée (2) [And.Just.Like.That.S02E11.2160p.WEB-DL.DV.HDR.H265.RGzsRutracker].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E01 - Kassa [Star.Wars.Andor.S01E01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E02.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E02 - That Would Be Me [Star.Wars.Andor.S01E02.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E03.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E03 - Reckoning [Star.Wars.Andor.S01E03.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E04.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E04 - Aldhani [Star.Wars.Andor.S01E04.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E05.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E05 - The Axe Forgets [Star.Wars.Andor.S01E05.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E06.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E06 - The Eye [Star.Wars.Andor.S01E06.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E07.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E07 - Announcement [Star.Wars.Andor.S01E07.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E08.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E08 - Narkina 5 [Star.Wars.Andor.S01E08.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E09.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E09 - Nobody's Listening! [Star.Wars.Andor.S01E09.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E10.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E10 - One Way Out [Star.Wars.Andor.S01E10.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E11.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E11 - Daughter of Ferrix [Star.Wars.Andor.S01E11.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Star.Wars.Andor.S01.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF/Star.Wars.Andor.S01E12.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF.mkv -> /Shows/Andor (2022) {tt9253284}/Season 1/Andor (2022) - S01E12 - Rix Road [Star.Wars.Andor.S01E12.Eng.Fre.Ger.Ita.Por.Spa.2160p.WEBMux.DV.HDR.HEVC.Atmos-SGF].mkv
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E01.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E01 - Still on Fire [Anthracite.S01E01.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E02.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E02 - The 13th Disciple [Anthracite.S01E02.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E03.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E03 - Trust No One [Anthracite.S01E03.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E04.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E04 - Levia Borelis [Anthracite.S01E04.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E05.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E05 - A Darker Shadow [Anthracite.S01E05.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Anthracite.S01.DUAL.1080p.WEBRip.x265-KONTRAST/Anthracite.S01E06.DUAL.1080p.WEBRip.x265-KONTRAST.mp4 -> /Shows/Anthracite (2024) {tt31609000}/Season 1/Anthracite (2024) - S01E06 - The Point of Equilibrium [Anthracite.S01E06.DUAL.1080p.WEBRip.x265-KONTRAST].mp4
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E01.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E01 - Mole Hunt [Archer.S01E01.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E02.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E02 - Training Day [Archer.S01E02.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E03.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E03 - Diversity Hire [Archer.S01E03.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E04.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E04 - Killing Utne [Archer.S01E04.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E05.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E05 - Honeypot [Archer.S01E05.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E06.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E06 - Skorpio [Archer.S01E06.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E07.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E07 - Skytanic [Archer.S01E07.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E08.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E08 - The Rock [Archer.S01E08.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E09.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E09 - Job Offer [Archer.S01E09.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S01E10.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 1/Archer (2009) (2009) - S01E10 - Dial M for Mother [Archer.S01E10.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E01.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E01 - Swiss Miss [Archer.S02E01.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E02.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E02 - A Going Concern [Archer.S02E02.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E03.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E03 - Blood Test [Archer.S02E03.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E04.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E04 - Pipeline Fever [Archer.S02E04.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E05.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E05 - The Double Deuce [Archer.S02E05.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E06.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E06 - Tragical History [Archer.S02E06.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E07.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E07 - Movie Star [Archer.S02E07.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E08.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E08 - Stage Two [Archer.S02E08.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E09.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E09 - Placebo Effect [Archer.S02E09.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E10.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E10 - El Secuestro [Archer.S02E10.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E11.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E11 - Jeu Monegasque [Archer.S02E11.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E12.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E12 - White Nights [Archer.S02E12.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S02E13.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 2/Archer (2009) (2009) - S02E13 - Double Trouble [Archer.S02E13.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E01.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E01 - The Man from Jupiter [Archer.S03E01.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E02.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E02 - El Contador [Archer.S03E02.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E03.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E03 - The Limited [Archer.S03E03.1080p.BluRay.DTS-MA.x264].mkv
